Solyc01g111145.1.1	NIOBTv3_g31399
Solyc07g056230.3.1	NIOBTv3_g40013
Solyc12g096590.2.1	NIOBTv3_g00558-D3
Solyc09g091330.1.1	NIOBTv3_g56405
Solyc01g095450.3.1	NIOBTv3_g04344
Solyc04g078410.3.1	NIOBTv3_g23592
Solyc10g050220.2.1	NIOBTv3_g09514
Solyc12g006997.1.1	NIOBTv3_g34787
Solyc06g006000.3.1	NIOBTv3_g05891
Solyc02g087480.3.1	NIOBTv3_g13479
Solyc10g076780.1.1	NIOBTv3_g14052
Solyc08g068150.3.1	NIOBTv3_g03681
Solyc09g091350.1.1	NIOBTv3_g63592
Solyc04g005700.3.1	NIOBTv3_g56193-D2
Solyc08g080670.1.1	NIOBTv3_g38445
Solyc08g079235.1.1	NIOBTv3_g39707
Solyc01g079200.3.1	NIOBTv3_g38923
Solyc12g014580.2.1	NIOBTv3_g23884
Solyc04g064710.3.1	NIOBTv3_g15941
Solyc06g005300.3.1	NIOBTv3_g33975
Solyc11g006250.2.1	NIOBTv3_g33274
Solyc01g104400.3.1	NIOBTv3_g03423
Solyc02g079280.3.1	NIOBTv3_g16262
Solyc01g009600.3.1	NIOBTv3_g17666
Solyc07g017560.3.1	NIOBTv3_g07271
Solyc12g088910.2.1	NIOBTv3_g17782
Solyc07g021020.3.1	NIOBTv3_g02566
Solyc01g109040.3.1	NIOBTv3_g08088
Solyc03g120290.3.1	NIOBTv3_g14919
Solyc01g080890.2.1	NIOBTv3_g15662
Solyc08g067310.1.1	NIOBTv3_g11405
Solyc04g071295.1.1	NIOBTv3_g61760
Solyc11g010320.1.1	NIOBTv3_g05707
Solyc02g078380.3.1	NIOBTv3_g11928
Solyc10g054915.1.1	NIOBTv3_g36848-D3
Solyc03g020050.3.1	NIOBTv3_g08755
Solyc12g087860.2.1	NIOBTv3_g36900
Solyc06g065990.1.1	NIOBTv3_g01739
Solyc09g007060.2.1	NIOBTv3_g02835
Solyc03g097560.3.1	NIOBTv3_g39235
Solyc10g077131.1.1	NIOBTv3_g55405
Solyc12g094700.2.1	NIOBTv3_g02294
Solyc02g063030.3.1	NIOBTv3_g37165
Solyc03g116490.1.1	NIOBTv3_g32266
Solyc06g063050.3.1	NIOBTv3_g09727
Solyc12g010910.2.1	NIOBTv3_g01141
Solyc04g078900.3.1	NIOBTv3_g23306
Solyc02g076820.3.1	NIOBTv3_g26008
Solyc09g011103.1.1	NIOBTv3_g51299
Solyc12g042460.2.1	NIOBTv3_g15235
Solyc12g007070.2.1	NIOBTv3_g02892
Solyc08g081540.3.1	NIOBTv3_g24774
Solyc09g091990.3.1	NIOBTv3_g20193
Solyc06g068340.2.1	NIOBTv3_g36964
Solyc03g078330.1.1	NIOBTv3_g31635
Solyc09g082840.1.1	NIOBTv3_g39530
Solyc06g074820.3.1	NIOBTv3_g27353
Solyc04g074640.3.1	NIOBTv3_g26025
Solyc08g079080.4.1	NIOBTv3_g13751
Solyc04g014520.1.1	NIOBTv3_g06196
Solyc01g088400.3.1	NIOBTv3_g36222
Solyc03g020010.1.1	NIOBTv3_g32716
Solyc09g011970.2.1	NIOBTv3_g27562
Solyc08g076220.3.1	NIOBTv3_g25100
Solyc02g069240.1.1	NIOBTv3_g26574
Solyc08g061240.2.1	NIOBTv3_g33229
Solyc10g037880.2.1	NIOBTv3_g01228
Solyc05g051530.3.1	NIOBTv3_g00250
Solyc07g005210.3.1	NIOBTv3_g10076
Solyc07g049690.3.1	NIOBTv3_g36533
Solyc08g080180.1.1	NIOBTv3_g18142
Solyc07g054210.3.1	NIOBTv3_g39085
Solyc02g077080.3.1	NIOBTv3_g15923
Solyc02g079280.3.1	NIOBTv3_g16262
Solyc03g026210.3.1	NIOBTv3_g37935
Solyc04g049550.3.1	NIOBTv3_g23556
Solyc05g050340.3.1	NIOBTv3_g18104
Solyc08g082190.3.1	NIOBTv3_g37333
Solyc09g065910.2.1	NIOBTv3_g05181
Solyc05g026550.3.1	NIOBTv3_g26275
Solyc01g080460.3.1	NIOBTv3_g29964
Solyc10g007270.3.1	NIOBTv3_g00604-D2
Solyc10g086710.2.1	NIOBTv3_g32901
Solyc12g098580.1.1	NIOBTv3_g21654
Solyc06g062820.3.1	NIOBTv3_g16109
Solyc08g065500.2.1	NIOBTv3_g26637
Solyc08g005610.3.1	NIOBTv3_g38884
Solyc04g076870.3.1	NIOBTv3_g39051
Solyc04g009630.3.1	NIOBTv3_g37679
Solyc11g031950.1.1	NIOBTv3_g09275
Solyc04g071900.3.1	NIOBTv3_g04248-D4
Solyc01g110920.3.1	NIOBTv3_g63326-D2
Solyc02g083090.1.1	NIOBTv3_g37096
Solyc10g086090.2.1	NIOBTv3_g32206
Solyc02g088460.3.1	NIOBTv3_g10384
Solyc09g091670.3.1	NIOBTv3_g10346
Solyc02g032950.3.1	NIOBTv3_g32819
Solyc02g070110.1.1	NIOBTv3_g40311
Solyc04g016490.3.1	NIOBTv3_g12299
Solyc02g063270.3.1	NIOBTv3_g16453
Solyc03g005140.2.1	NIOBTv3_g12814
Solyc02g089900.1.1	NIOBTv3_g10571
Solyc09g082845.1.1	NIOBTv3_g39530
Solyc01g099590.3.1	NIOBTv3_g39947
Solyc01g095620.3.1	NIOBTv3_g23176
Solyc09g091350.1.1	NIOBTv3_g63592
Solyc10g076730.1.1	NIOBTv3_g17436
Solyc07g047950.1.1	NIOBTv3_g24741
Solyc05g009320.3.1	NIOBTv3_g18652
Solyc05g050970.3.1	NIOBTv3_g05372
Solyc01g008497.1.1	NIOBTv3_g09898
Solyc11g010370.1.1	NIOBTv3_g05713
Solyc01g005300.3.1	NIOBTv3_g16690
Solyc03g081240.3.1	NIOBTv3_g21743
Solyc08g077010.1.1	NIOBTv3_g25558
Solyc02g079500.4.1	NIOBTv3_g29281
Solyc10g005340.3.1	NIOBTv3_g07684
Solyc07g045090.3.1	NIOBTv3_g02622
Solyc08g082120.2.1	NIOBTv3_g27796
Solyc02g089160.3.1	NIOBTv3_g23040
Solyc11g039650.2.1	NIOBTv3_g09276
Solyc12g096080.2.1	NIOBTv3_g24726
Solyc09g075120.3.1	NIOBTv3_g60298
Solyc11g011750.1.1	NIOBTv3_g30642
Solyc01g100660.3.1	NIOBTv3_g16202
Solyc02g071700.3.1	NIOBTv3_g00171-D2
Solyc01g066810.3.1	NIOBTv3_g16511
Solyc08g081780.1.1	NIOBTv3_g40301
Solyc01g101180.3.1	NIOBTv3_g20624
Solyc12g087930.1.1	NIOBTv3_g03171
Solyc10g086710.2.1	NIOBTv3_g32901
Solyc03g112640.3.1	NIOBTv3_g10999
Solyc03g123380.1.1	NIOBTv3_g14525
Solyc12g007060.1.1	NIOBTv3_g22363
Solyc01g079780.3.1	NIOBTv3_g08393
Solyc03g025810.3.1	NIOBTv3_g42315
Solyc03g115090.1.1	NIOBTv3_g28342
Solyc03g115090.1.1	NIOBTv3_g28342
Solyc07g008367.1.1	NIOBTv3_g56766
Solyc01g089960.3.1	NIOBTv3_g37904
Solyc05g015480.3.1	NIOBTv3_g10901
Solyc12g006440.1.1	NIOBTv3_g33871
Solyc01g103060.3.1	NIOBTv3_g29499
Solyc07g056320.3.1	NIOBTv3_g26054
Solyc04g071890.3.1	NIOBTv3_g24341
Solyc03g097730.2.1	NIOBTv3_g28681
Solyc10g074800.2.1	NIOBTv3_g33824
Solyc12g089180.2.1	NIOBTv3_g55994
Solyc03g112180.1.1	NIOBTv3_g14243
Solyc01g102900.3.1	NIOBTv3_g22863
Solyc09g089690.3.1	NIOBTv3_g09014-D3
Solyc01g103970.3.1	NIOBTv3_g24861
Solyc09g091350.1.1	NIOBTv3_g63592
Solyc08g080570.3.1	NIOBTv3_g01011
Solyc06g074500.2.1	NIOBTv3_g27309
Solyc07g066470.3.1	NIOBTv3_g06061
Solyc06g010033.1.1	NIOBTv3_g20186
Solyc01g105760.1.1	NIOBTv3_g09222-D2
Solyc07g007280.3.1	NIOBTv3_g16950
Solyc04g070970.3.1	NIOBTv3_g29148
Solyc12g087840.1.1	NIOBTv3_g27114
Solyc11g006830.2.1	NIOBTv3_g17509
Solyc08g078430.3.1	NIOBTv3_g26318
Solyc10g080670.2.1	NIOBTv3_g08578
Solyc07g044870.3.1	NIOBTv3_g25931
Solyc06g062480.3.1	NIOBTv3_g26068
Solyc11g066250.2.1	NIOBTv3_g29081
Solyc06g073290.1.1	NIOBTv3_g05319
Solyc04g055120.3.1	NIOBTv3_g32611
Solyc01g108745.1.1	NIOBTv3_g06123
Solyc02g090490.3.1	NIOBTv3_g03126
Solyc02g080480.3.1	NIOBTv3_g09978
Solyc08g023270.3.1	NIOBTv3_g23749
Solyc03g120790.1.1	NIOBTv3_g04147
Solyc02g036450.3.1	NIOBTv3_g38536
Solyc03g117500.1.1	NIOBTv3_g14477-D2
Solyc03g121900.1.1	NIOBTv3_g21485
Solyc02g089160.3.1	NIOBTv3_g23040
Solyc03g095450.3.1	NIOBTv3_g23329
Solyc06g053230.3.1	NIOBTv3_g19221
Solyc05g051650.1.1	NIOBTv3_g05404
Solyc01g008790.3.1	NIOBTv3_g17106
Solyc06g075660.3.1	NIOBTv3_g00116
Solyc04g079890.3.1	NIOBTv3_g27825
Solyc05g052280.3.1	NIOBTv3_g25535
Solyc10g009150.3.1	NIOBTv3_g25402-D14
Solyc03g113440.3.1	NIOBTv3_g28290
Solyc12g014260.1.1	NIOBTv3_g35584
Solyc01g021600.3.1	NIOBTv3_g06199
Solyc06g082420.3.1	NIOBTv3_g24031
Solyc01g100490.3.1	NIOBTv3_g16492
Solyc02g070020.1.1	NIOBTv3_g05573
Solyc03g093410.3.1	NIOBTv3_g24517
Solyc11g065280.1.1	NIOBTv3_g32181
Solyc07g025140.3.1	NIOBTv3_g28422
Solyc04g014880.3.1	NIOBTv3_g02286
Solyc08g061100.3.1	NIOBTv3_g33993
Solyc10g008960.1.1	NIOBTv3_g42063
Solyc10g076200.2.1	NIOBTv3_g05156
Solyc03g114750.3.1	NIOBTv3_g16066
Solyc04g014530.1.1	NIOBTv3_g36848
Solyc02g065400.3.1	NIOBTv3_g07505
Solyc06g060690.2.1	NIOBTv3_g34496
Solyc09g055880.1.1	NIOBTv3_g18775
Solyc06g007580.1.1	NIOBTv3_g00201
Solyc01g068120.3.1	NIOBTv3_g38954
Solyc03g112760.3.1	NIOBTv3_g29547
Solyc09g011630.3.1	NIOBTv3_g39300
Solyc07g062380.1.1	NIOBTv3_g02815
Solyc01g007950.3.1	NIOBTv3_g05076
Solyc03g058890.3.1	NIOBTv3_g25976
Solyc07g052610.3.1	NIOBTv3_g27420
Solyc09g010380.3.1	NIOBTv3_g36460
Solyc07g044860.3.1	NIOBTv3_g25930
Solyc01g094340.3.1	NIOBTv3_g26926
Solyc03g082440.1.1	NIOBTv3_g32401
Solyc03g032210.3.1	NIOBTv3_g05963
Solyc01g105030.3.1	NIOBTv3_g19795
Solyc10g086580.2.1	NIOBTv3_g06559
Solyc04g083140.2.1	NIOBTv3_g23443
Solyc03g058890.3.1	NIOBTv3_g25976
Solyc10g055470.2.1	NIOBTv3_g21231
Solyc05g018760.2.1	NIOBTv3_g12023
Solyc07g066020.2.1	NIOBTv3_g22191
Solyc04g011650.3.1	NIOBTv3_g01478
Solyc11g067190.2.1	NIOBTv3_g16197
Solyc01g099860.3.1	NIOBTv3_g12261-D2
Solyc07g006870.3.1	NIOBTv3_g40147
Solyc11g012470.2.1	NIOBTv3_g30362
Solyc08g074620.3.1	NIOBTv3_g26409
Solyc02g069720.3.1	NIOBTv3_g21869
Solyc11g013450.2.1	NIOBTv3_g07425
Solyc02g090680.3.1	NIOBTv3_g28814
Solyc08g065430.3.1	NIOBTv3_g00954
Solyc07g043580.3.1	NIOBTv3_g38454
Solyc02g092530.3.1	NIOBTv3_g24449
Solyc04g007760.3.1	NIOBTv3_g06533
Solyc06g072550.3.1	NIOBTv3_g10250
Solyc12g038400.2.1	NIOBTv3_g18278
Solyc05g051530.3.1	NIOBTv3_g00250
Solyc10g044520.2.1	NIOBTv3_g22493
Solyc08g081630.2.1	NIOBTv3_g16189
Solyc01g067510.3.1	NIOBTv3_g22767
Solyc12g010410.2.1	NIOBTv3_g37821
Solyc11g008140.2.1	NIOBTv3_g16446
Solyc06g066750.3.1	NIOBTv3_g33068
Solyc03g114100.1.1	NIOBTv3_g19255
Solyc04g056580.3.1	NIOBTv3_g33416
Solyc02g083510.3.1	NIOBTv3_g20096
Solyc02g090000.3.1	NIOBTv3_g07506
Solyc04g050170.3.1	NIOBTv3_g03182
Solyc02g093580.3.1	NIOBTv3_g26358
Solyc04g064530.1.1	NIOBTv3_g34361
Solyc10g085670.2.1	NIOBTv3_g19551
Solyc02g083280.3.1	NIOBTv3_g38530
Solyc03g116610.3.1	NIOBTv3_g12232
Solyc12g088800.2.1	NIOBTv3_g07177
Solyc12g088640.2.1	NIOBTv3_g21776
Solyc04g007660.1.1	NIOBTv3_g13566
Solyc03g033590.1.1	NIOBTv3_g25149
Solyc07g007670.3.1	NIOBTv3_g40248
Solyc06g083550.1.1	NIOBTv3_g20614
Solyc06g068560.3.1	NIOBTv3_g08983
Solyc10g018330.2.1	NIOBTv3_g17544
Solyc06g064620.3.1	NIOBTv3_g31556-D2
Solyc10g081730.2.1	NIOBTv3_g08424
Solyc05g051460.3.1	NIOBTv3_g35635
Solyc09g074530.3.1	NIOBTv3_g11297
Solyc05g015640.3.1	NIOBTv3_g13193
Solyc12g049560.2.1	NIOBTv3_g15668
Solyc05g026180.2.1	NIOBTv3_g15036
Solyc01g099880.3.1	NIOBTv3_g28060
Solyc06g005770.1.1	NIOBTv3_g32445
Solyc01g091560.2.1	NIOBTv3_g13647-D2
Solyc02g086290.1.1	NIOBTv3_g26437
Solyc10g007750.1.1	NIOBTv3_g34264
Solyc01g066390.3.1	NIOBTv3_g30246
Solyc08g080120.3.1	NIOBTv3_g24384
Solyc06g083030.3.1	NIOBTv3_g17085
Solyc02g083380.3.1	NIOBTv3_g11576
Solyc01g102740.3.1	NIOBTv3_g31784
Solyc11g064900.2.1	NIOBTv3_g64103
Solyc07g063733.1.1	NIOBTv3_g20092
Solyc04g064590.2.1	NIOBTv3_g09381
Solyc12g049320.2.1	NIOBTv3_g13853
Solyc03g117840.3.1	NIOBTv3_g32488
Solyc04g007550.3.1	NIOBTv3_g39571
Solyc02g087280.3.1	NIOBTv3_g05682
Solyc05g007085.1.1	NIOBTv3_g32326
Solyc09g065430.3.1	NIOBTv3_g10285
Solyc02g084640.3.1	NIOBTv3_g04861
Solyc07g052360.2.1	NIOBTv3_g14349
Solyc04g081960.1.1	NIOBTv3_g05789
Solyc07g053140.3.1	NIOBTv3_g12129
Solyc09g011810.3.1	NIOBTv3_g34604
Solyc12g100120.2.1	NIOBTv3_g28558
Solyc08g076180.3.1	NIOBTv3_g23347-D3
Solyc08g014010.3.1	NIOBTv3_g17559
Solyc03g063150.3.1	NIOBTv3_g35364
Solyc04g070960.2.1	NIOBTv3_g04752
Solyc02g090210.3.1	NIOBTv3_g04222
Solyc03g117600.3.1	NIOBTv3_g08599
Solyc12g097060.1.1	NIOBTv3_g06474
Solyc03g046270.3.1	NIOBTv3_g26671
Solyc01g090210.3.1	NIOBTv3_g30347
Solyc07g061720.3.1	NIOBTv3_g29083
Solyc02g080890.3.1	NIOBTv3_g07658
Solyc05g010800.3.1	NIOBTv3_g32597
Solyc05g051660.1.1	NIOBTv3_g11346
Solyc08g078030.3.1	NIOBTv3_g33649
Solyc02g083490.3.1	NIOBTv3_g32515
Solyc07g006710.1.1	NIOBTv3_g01387
Solyc04g076990.3.1	NIOBTv3_g08323
Solyc06g066700.1.1	NIOBTv3_g11552
Solyc12g019230.2.1	NIOBTv3_g09952
Solyc04g054340.1.1	NIOBTv3_g14151
Solyc07g009410.3.1	NIOBTv3_g39948
Solyc04g078640.2.1	NIOBTv3_g07300
Solyc09g008510.1.1	NIOBTv3_g19346
Solyc12g009680.2.1	NIOBTv3_g16554
Solyc01g067330.3.1	NIOBTv3_g12319
Solyc08g079255.1.1	NIOBTv3_g14410
Solyc03g114940.3.1	NIOBTv3_g24303
Solyc02g065470.1.1	NIOBTv3_g60952
Solyc03g034220.3.1	NIOBTv3_g09526-D2
Solyc06g065670.3.1	NIOBTv3_g33262
Solyc03g111540.2.1	NIOBTv3_g35486
Solyc01g111630.3.1	NIOBTv3_g31393
Solyc01g110920.3.1	NIOBTv3_g63326-D2
Solyc02g089860.1.1	NIOBTv3_g10566
Solyc03g113270.3.1	NIOBTv3_g36238
Solyc06g050370.1.1	NIOBTv3_g01183
Solyc07g044860.3.1	NIOBTv3_g25930
Solyc05g052640.3.1	NIOBTv3_g38064
Solyc05g052600.3.1	NIOBTv3_g40254
Solyc05g010270.1.1	NIOBTv3_g39522
Solyc08g076040.2.1	NIOBTv3_g18732-D2
Solyc05g024260.3.1	NIOBTv3_g14656
Solyc10g081670.2.1	NIOBTv3_g03798
Solyc02g087670.3.1	NIOBTv3_g40134
Solyc02g089170.3.1	NIOBTv3_g23039
Solyc04g077615.1.1	NIOBTv3_g16371
Solyc02g032660.3.1	NIOBTv3_g62548
Solyc02g077000.3.1	NIOBTv3_g06523
Solyc04g074500.3.1	NIOBTv3_g15929
Solyc01g111900.3.1	NIOBTv3_g20232-D2
Solyc02g078370.1.1	NIOBTv3_g11929
Solyc03g033510.3.1	NIOBTv3_g17096
Solyc05g050510.3.1	NIOBTv3_g24472-D2
Solyc08g041700.1.1	NIOBTv3_g13925
Solyc04g072280.3.1	NIOBTv3_g01902
Solyc08g014280.3.1	NIOBTv3_g24239
Solyc03g034204.1.1	NIOBTv3_g64001
Solyc09g011810.3.1	NIOBTv3_g34604
Solyc12g097090.2.1	NIOBTv3_g58660
Solyc10g080840.1.1	NIOBTv3_g08073
Solyc07g045460.3.1	NIOBTv3_g39478
Solyc01g105070.3.1	NIOBTv3_g29168
Solyc02g092460.3.1	NIOBTv3_g03742
Solyc05g008200.3.1	NIOBTv3_g08166
Solyc03g026220.3.1	NIOBTv3_g32974
Solyc06g005770.1.1	NIOBTv3_g32445
Solyc01g009370.2.1	NIOBTv3_g01952
Solyc07g065930.3.1	NIOBTv3_g40374
Solyc12g013710.2.1	NIOBTv3_g14608
Solyc07g063850.3.1	NIOBTv3_g40281
Solyc03g083470.3.1	NIOBTv3_g15248
Solyc09g072950.1.1	NIOBTv3_g14243
Solyc07g055050.3.1	NIOBTv3_g18717
Solyc06g009540.1.1	NIOBTv3_g14688
Solyc10g044690.2.1	NIOBTv3_g31831
Solyc04g076040.3.1	NIOBTv3_g24040
Solyc06g071370.1.1	NIOBTv3_g40035
Solyc02g094190.3.1	NIOBTv3_g27924
Solyc07g022900.3.1	NIOBTv3_g27397
Solyc04g008850.1.1	NIOBTv3_g32144
Solyc05g008460.3.1	NIOBTv3_g39571
Solyc06g076330.3.1	NIOBTv3_g28011
Solyc03g082510.1.1	NIOBTv3_g37824
Solyc02g062300.3.1	NIOBTv3_g31258
Solyc09g010090.4.1	NIOBTv3_g07752
Solyc06g069710.3.1	NIOBTv3_g38889
Solyc08g016100.1.1	NIOBTv3_g54717
Solyc02g086590.3.1	NIOBTv3_g19543
Solyc12g011450.2.1	NIOBTv3_g64136-D2
Solyc10g081980.2.1	NIOBTv3_g16956
Solyc10g077120.2.1	NIOBTv3_g36701
Solyc08g083360.3.1	NIOBTv3_g31577
Solyc04g080780.2.1	NIOBTv3_g28748
Solyc05g008250.2.1	NIOBTv3_g34912
Solyc12g014580.2.1	NIOBTv3_g23884
Solyc10g009150.3.1	NIOBTv3_g25402-D14
Solyc06g062920.3.1	NIOBTv3_g32169
Solyc08g069170.2.1	NIOBTv3_g24669
Solyc04g009030.3.1	NIOBTv3_g20350
Solyc09g074210.3.1	NIOBTv3_g01632
Solyc12g006460.2.1	NIOBTv3_g33874
Solyc12g036320.2.1	NIOBTv3_g35443-D2
Solyc06g073760.3.1	NIOBTv3_g00174
Solyc01g087040.2.1	NIOBTv3_g19127
Solyc06g054270.3.1	NIOBTv3_g07453
Solyc02g080540.1.1	NIOBTv3_g09914
Solyc03g112970.1.1	NIOBTv3_g04528
Solyc08g082920.3.1	NIOBTv3_g18797-D2
Solyc10g008980.3.1	NIOBTv3_g17447
Solyc06g054030.2.1	NIOBTv3_g41537
Solyc01g059840.2.1	NIOBTv3_g09225-D2
Solyc09g065250.2.1	NIOBTv3_g00898
Solyc01g009300.3.1	NIOBTv3_g22718
Solyc04g007940.3.1	NIOBTv3_g20333-D2
Solyc02g070940.1.1	NIOBTv3_g14363
Solyc07g005370.3.1	NIOBTv3_g26554
Solyc03g044120.1.1	NIOBTv3_g00710
Solyc09g083150.3.1	NIOBTv3_g32924
Solyc04g074290.3.1	NIOBTv3_g35730
Solyc04g011680.2.1	NIOBTv3_g34313
Solyc01g005650.2.1	NIOBTv3_g20442
Solyc12g042890.2.1	NIOBTv3_g13489
Solyc02g071820.3.1	NIOBTv3_g13624
Solyc01g091465.1.1	NIOBTv3_g08909
Solyc02g091130.3.1	NIOBTv3_g39571-D3
Solyc01g067295.1.1	NIOBTv3_g35812
Solyc01g109170.3.1	NIOBTv3_g28470
Solyc03g116910.3.1	NIOBTv3_g27007
Solyc07g051870.1.1	NIOBTv3_g13516
Solyc06g075140.3.1	NIOBTv3_g40688
Solyc01g006330.3.1	NIOBTv3_g33113
Solyc04g064610.3.1	NIOBTv3_g66055-D3
Solyc02g032550.2.1	NIOBTv3_g31013
Solyc04g082270.3.1	NIOBTv3_g39230
Solyc11g065940.2.1	NIOBTv3_g08047
Solyc06g048930.3.1	NIOBTv3_g09169
Solyc02g068270.3.1	NIOBTv3_g09394
Solyc07g063070.1.1	NIOBTv3_g38423
Solyc07g056480.3.1	NIOBTv3_g01060
Solyc00g006810.3.1	NIOBTv3_g14489
Solyc02g083510.3.1	NIOBTv3_g20096
Solyc06g076040.3.1	NIOBTv3_g56617
Solyc03g121620.1.1	NIOBTv3_g19203
Solyc08g007680.1.1	NIOBTv3_g14168-D2
Solyc01g112000.3.1	NIOBTv3_g29774
Solyc12g042600.2.1	NIOBTv3_g05426
Solyc07g008930.1.1	NIOBTv3_g26783
Solyc03g005780.3.1	NIOBTv3_g39876-D5
Solyc02g081600.3.1	NIOBTv3_g25087
Solyc09g072810.3.1	NIOBTv3_g36127
Solyc02g069510.1.1	NIOBTv3_g23960
Solyc12g057100.2.1	NIOBTv3_g19732
Solyc01g094790.3.1	NIOBTv3_g09867
Solyc07g063660.1.1	NIOBTv3_g16347
Solyc02g077260.3.1	NIOBTv3_g39036
Solyc05g055185.1.1	NIOBTv3_g40958
Solyc07g006300.3.1	NIOBTv3_g05651
Solyc10g009150.3.1	NIOBTv3_g25402-D14
Solyc01g109140.3.1	NIOBTv3_g32213
Solyc04g054980.3.1	NIOBTv3_g28741
Solyc06g073240.3.1	NIOBTv3_g37915
Solyc11g012980.1.1	NIOBTv3_g16759
Solyc03g116530.3.1	NIOBTv3_g17788-D2
Solyc07g063210.3.1	NIOBTv3_g20002
Solyc08g077110.3.1	NIOBTv3_g07446-D2
Solyc12g099200.2.1	NIOBTv3_g19080
Solyc12g099410.2.1	NIOBTv3_g00993
Solyc07g056190.3.1	NIOBTv3_g02031
Solyc10g076200.2.1	NIOBTv3_g05156
Solyc01g068380.3.1	NIOBTv3_g09672
Solyc04g007760.3.1	NIOBTv3_g06533
Solyc02g080070.3.1	NIOBTv3_g61963
Solyc09g011500.3.1	NIOBTv3_g05979-D2
Solyc07g043310.3.1	NIOBTv3_g15909
Solyc10g081520.1.1	NIOBTv3_g38633
Solyc10g009150.3.1	NIOBTv3_g25402-D14
Solyc01g006680.3.1	NIOBTv3_g40783
Solyc09g092480.1.1	NIOBTv3_g56149
Solyc01g108270.3.1	NIOBTv3_g24904
Solyc02g090490.3.1	NIOBTv3_g03126
Solyc09g091350.1.1	NIOBTv3_g63592
Solyc05g010240.3.1	NIOBTv3_g39526
Solyc05g008460.3.1	NIOBTv3_g39571
Solyc01g080180.3.1	NIOBTv3_g09659
Solyc02g062000.3.1	NIOBTv3_g34851
Solyc02g085070.1.1	NIOBTv3_g63778
Solyc01g095630.3.1	NIOBTv3_g23174
Solyc08g005650.3.1	NIOBTv3_g18751
Solyc07g006910.3.1	NIOBTv3_g27141
Solyc11g008680.2.1	NIOBTv3_g40174
Solyc09g097870.3.1	NIOBTv3_g11555
Solyc02g091130.3.1	NIOBTv3_g39571-D3
Solyc04g078800.3.1	NIOBTv3_g08627
Solyc10g081450.2.1	NIOBTv3_g27001
Solyc10g008830.2.1	NIOBTv3_g38627
Solyc12g036320.2.1	NIOBTv3_g35443-D2
Solyc09g098130.2.1	NIOBTv3_g40279-D2
Solyc12g044260.2.1	NIOBTv3_g60059
Solyc12g009600.2.1	NIOBTv3_g01073
Solyc01g101180.3.1	NIOBTv3_g20624
Solyc05g012510.3.1	NIOBTv3_g63416
Solyc12g044280.2.1	NIOBTv3_g59351
Solyc02g089680.3.1	NIOBTv3_g16870
Solyc01g110800.3.1	NIOBTv3_g63326-D2
Solyc02g068380.3.1	NIOBTv3_g13095
Solyc01g103030.3.1	NIOBTv3_g25835
